DestinationID,Name,City,State/UT,Type,Tags,Popularity,RatingCount,BestTimeToVisit,WeatherSummary,Latitude,Longitude,EntryFee,AverageCost,RecommendedDuration,Activities,Accessibility,NearestAirport,NearestRailwayStation,Description,DestinationImage,Hotel1_Name,Hotel1_Link,Hotel1_Price,Hotel2_Name,Hotel2_Link,Hotel2_Price,Hotel3_Name,Hotel3_Link,Hotel3_Price,Hotel4_Name,Hotel4_Link,Hotel4_Price
1401,Sandakphu by Land Rover,Manebhanjan,West Bengal,Adventure,"trekking, camping, thrill, outdoor adventure, offbeat, hiking trails, mountain views, drive, highest, point, tourist favorite, must visit, photogenic",9.9,789000,Apr-May/Oct-Dec,Cold,27.1,88,0,50000-121029,2-4 days,Sleeping Buddha,Moderate,Bagdogra (IXB),No railway,Drive to the highest point of West Bengal ¢- 4-state & Sleeping Buddha view,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Nohkalikai_Falls_Meghalaya.jpg/800px-Nohkalikai_Falls_Meghalaya.jpg,Boutique Hotel Lake View,https://www.google.com/search?q=Boutique+Hotel+Lake+View+Manebhanjan+hotel+booking,1996,Resort Royal,https://www.google.com/search?q=Resort+Royal+Manebhanjan+hotel+booking,2243,Palace Hotel Heritage,https://www.google.com/search?q=Palace+Hotel+Heritage+Manebhanjan+hotel+booking,4011,Hotel Lake View,https://www.google.com/search?q=Hotel+Lake+View+Manebhanjan+hotel+booking,6940
1402,Darjeeling Toy Train Joyride,Darjeeling,West Bengal,Adventure,"trekking, camping, thrill, outdoor adventure, offbeat, hiking trails, mountain views, unesco, world, heritage, tourist favorite, must visit, photogenic",9.95,2345000,Year-round,Cool,27.0333,88.2667,1500+,50000-121031,2 hours,Steam joyride,Excellent,Bagdogra (IXB),Darjeeling,UNESCO World Heritage narrow-gauge railway ¢- steam engine ride,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Pangong_tso.jpg/1024px-Pangong_tso.jpg,Taj Darjeeling,https://www.google.com/search?q=Taj+Darjeeling+Darjeeling+hotel+booking,1228,Heritage Hotel Imperial,https://www.google.com/search?q=Heritage+Hotel+Imperial+Darjeeling+hotel+booking,2309,Hotel Palace,https://www.google.com/search?q=Hotel+Palace+Darjeeling+hotel+booking,4451,Hyatt Darjeeling,https://www.google.com/search?q=Hyatt+Darjeeling+Darjeeling+hotel+booking,6602
1403,Reshikhola Riverside Camping,Reshikhola,Sikkim,Adventure,"trekking, camping, thrill, outdoor adventure, offbeat, hiking trails, mountain views, beautiful, river, beach, tourist favorite, must visit, photogenic",9.7,456000,Oct-Mar,Cool,27.1833,88.6167,0,50000-121041,Overnight,Bonfire,Moderate,Bagdogra (IXB),No railway,Beautiful river beach camping on the banks of Reshi river,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Nohkalikai_Falls_Meghalaya.jpg/800px-Nohkalikai_Falls_Meghalaya.jpg,OYO Reshikhola,https://www.google.com/search?q=OYO+Reshikhola+Reshikhola+hotel+booking,1923,Resort Imperial,https://www.google.com/search?q=Resort+Imperial+Reshikhola+hotel+booking,2796,Heritage Hotel Reshikhola,https://www.google.com/search?q=Heritage+Hotel+Reshikhola+Reshikhola+hotel+booking,3702,Lodge Grand,https://www.google.com/search?q=Lodge+Grand+Reshikhola+hotel+booking,6787
1404,Green Lake Trek (Kanchenjunga North Base),Lachen,Sikkim,Adventure,"lake view, serene spot, trekking, camping, thrill, outdoor adventure, offbeat, hiking trails, mountain views, epic, trek, north, tourist favorite, must visit",9.95,156000,Apr-May/Sep-Oct,Extreme cold,27.9667,88.5667,0,50000-121043,14-18 days,North base camp,Extreme,Bagdogra (IXB),No railway,Epic trek to the north base camp of world 3rd highest peak,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Alappuzha_backwaters.jpg/1024px-Alappuzha_backwaters.jpg,Oberoi Lachen,https://www.google.com/search?q=Oberoi+Lachen+Lachen+hotel+booking,1467,OYO Lachen,https://www.google.com/search?q=OYO+Lachen+Lachen+hotel+booking,2505,Heritage Hotel Imperial,https://www.google.com/search?q=Heritage+Hotel+Imperial+Lachen+hotel+booking,4106,Hotel Grand,https://www.google.com/search?q=Hotel+Grand+Lachen+hotel+booking,6428
1405,Phalut (via Sandakphu),Sandakphu,West Bengal,Adventure,"trekking, camping, thrill, outdoor adventure, offbeat, hiking trails, mountain views, second, highest, point, tourist favorite, must visit, photogenic",9.8,234000,Apr-May/Oct-Dec,Extreme cold,27.1167,88.0167,0,50000-121044,6-8 days,Best sunrise,Extreme,Bagdogra (IXB),No railway,Second highest point in Singalila ¢- best sunrise on Kanchenjunga,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Pangong_tso.jpg/1024px-Pangong_tso.jpg,OYO Sandakphu,https://www.google.com/search?q=OYO+Sandakphu+Sandakphu+hotel+booking,1579,Resort Crown,https://www.google.com/search?q=Resort+Crown+Sandakphu+hotel+booking,2387,Lodge Lake View,https://www.google.com/search?q=Lodge+Lake+View+Sandakphu+hotel+booking,4386,Taj Sandakphu,https://www.google.com/search?q=Taj+Sandakphu+Sandakphu+hotel+booking,6454
1406,Kalimpong Science Centre,Kalimpong,West Bengal,Family,"only, full, fledged, tourist favorite, must visit, photogenic",9.6,456000,Year-round,Cool,27.0667,88.4667,400,50000-121045,Full day,Science city,Excellent,Bagdogra (IXB),New Jalpaiguri,Only full-fledged science centre in the Eastern Himalayas,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Valley_of_Flowers_Uttarakhand.jpg/1024px-Valley_of_Flowers_Uttarakhand.jpg,Lodge Crown,https://www.google.com/search?q=Lodge+Crown+Kalimpong+hotel+booking,1387,Resort Grand,https://www.google.com/search?q=Resort+Grand+Kalimpong+hotel+booking,2219,Heritage Hotel Kalimpong,https://www.google.com/search?q=Heritage+Hotel+Kalimpong+Kalimpong+hotel+booking,4431,Palace Hotel Heritage,https://www.google.com/search?q=Palace+Hotel+Heritage+Kalimpong+hotel+booking,7000
1407,Triveni Teesta-Rangpo Confluence,Triveni,West Bengal,Adventure,"trekking, camping, thrill, outdoor adventure, offbeat, hiking trails, mountain views, stunning, confluence, teesta, tourist favorite, must visit, photogenic",9.7,389000,Oct-May,Cool,27.0167,88.4667,0,50000-121046,Overnight,Rafting start,Moderate,Bagdogra (IXB),No railway,Stunning confluence of Teesta & Rangpo ¢- best rafting camping spot,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Kaza_in_Spiti_Valley.jpg/1024px-Kaza_in_Spiti_Valley.jpg,Taj Triveni,https://www.google.com/search?q=Taj+Triveni+Triveni+hotel+booking,1233,Heritage Hotel Imperial,https://www.google.com/search?q=Heritage+Hotel+Imperial+Triveni+hotel+booking,2927,ITC Triveni,https://www.google.com/search?q=ITC+Triveni+Triveni+hotel+booking,4282,Lemon Tree Triveni,https://www.google.com/search?q=Lemon+Tree+Triveni+Triveni+hotel+booking,6971
1408,Ramitey Dara Viewpoint,Sillery Gaon,West Bengal,Nature,"scenic views, peaceful, greenery, outdoors, nature walk, landscape, fresh air, viewpoint, from, where, tourist favorite, must visit, photogenic",9.8,456000,Oct-May,Cool,27.1333,88.6,0,50000-121047,Full day,Teesta bends,Moderate,Bagdogra (IXB),No railway,Viewpoint from where 25 serpentine bends of Teesta are visible,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Coorg_Coffee_Plantation.jpg/1024px-Coorg_Coffee_Plantation.jpg,Hotel Lake View,https://www.google.com/search?q=Hotel+Lake+View+Sillery+Gaon+hotel+booking,1869,Heritage Hotel Sillery Gaon,https://www.google.com/search?q=Heritage+Hotel+Sillery+Gaon+Sillery+Gaon+hotel+booking,2648,Oberoi Sillery Gaon,https://www.google.com/search?q=Oberoi+Sillery+Gaon+Sillery+Gaon+hotel+booking,4176,Hotel Crown,https://www.google.com/search?q=Hotel+Crown+Sillery+Gaon+hotel+booking,6412
1409,Jhandi Dara Sunrise Point,Loleygaon,West Bengal,Nature,"scenic views, peaceful, greenery, outdoors, nature walk, landscape, fresh air, one, most, beautiful, tourist favorite, must visit, photogenic",9.75,512000,Oct-Dec,Cool,26.9833,88.6,0,50000-121048,Full day,Magical sunrise,Moderate,Bagdogra (IXB),No railway,One of the most beautiful sunrise points in North Bengal,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Shimla_India.jpg/1024px-Shimla_India.jpg,Taj Loleygaon,https://www.google.com/search?q=Taj+Loleygaon+Loleygaon+hotel+booking,1358,Boutique Hotel Imperial,https://www.google.com/search?q=Boutique+Hotel+Imperial+Loleygaon+hotel+booking,2248,Boutique Hotel Crown,https://www.google.com/search?q=Boutique+Hotel+Crown+Loleygaon+hotel+booking,4132,Resort Loleygaon,https://www.google.com/search?q=Resort+Loleygaon+Loleygaon+hotel+booking,6969
1410,Canopy Walk Heritage Forest,Loleygaon,West Bengal,Adventure,"trekking, camping, thrill, outdoor adventure, offbeat, hiking trails, mountain views, metre, hanging, bridge, tourist favorite, must visit, photogenic",9.7,612000,Year-round,Cool,26.9833,88.6,50,50000-121049,1-2 hours,Tree-top walk,Moderate,Bagdogra (IXB),No railway,150-metre hanging bridge inside a 150-year-old heritage forest ¢- one of its kind in East India,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Nohkalikai_Falls_Meghalaya.jpg/800px-Nohkalikai_Falls_Meghalaya.jpg,Boutique Hotel Lake View,https://www.google.com/search?q=Boutique+Hotel+Lake+View+Loleygaon+hotel+booking,1403,Palace Hotel Lake View,https://www.google.com/search?q=Palace+Hotel+Lake+View+Loleygaon+hotel+booking,2838,Taj Loleygaon,https://www.google.com/search?q=Taj+Loleygaon+Loleygaon+hotel+booking,3839,Inn Heritage,https://www.google.com/search?q=Inn+Heritage+Loleygaon+hotel+booking,6787
1411,Neora Valley Jungle Camps,Kolakham,West Bengal,Adventure,"trekking, camping, thrill, outdoor adventure, offbeat, hiking trails, mountain views, luxury, tented, camps, tourist favorite, must visit, photogenic",9.75,189000,Oct-Apr,Cool,27.0667,88.6667,8000+,50000-121052,2-3 nights,"Jungle safari, birding",Challenging,Bagdogra (IXB),No railway,Luxury tented camps inside Neora Valley National Park ¢- highest chance of red panda sighting,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Kaza_in_Spiti_Valley.jpg/1024px-Kaza_in_Spiti_Valley.jpg,Radisson Kolakham,https://www.google.com/search?q=Radisson+Kolakham+Kolakham+hotel+booking,1409,Radisson Kolakham,https://www.google.com/search?q=Radisson+Kolakham+Kolakham+hotel+booking,2222,Inn Heritage,https://www.google.com/search?q=Inn+Heritage+Kolakham+hotel+booking,4179,Heritage Hotel Grand,https://www.google.com/search?q=Heritage+Hotel+Grand+Kolakham+hotel+booking,6886
1412,Ramitey Dara Longest Viewpoint,Sillery Gaon,West Bengal,Nature,"scenic views, peaceful, greenery, outdoors, nature walk, landscape, fresh air, highest, longest, viewpoint, tourist favorite, must visit, photogenic",9.8,456000,Oct-May,Cool,27.1333,88.6,0,50000-121053,Full day,Longest panorama,Moderate,Bagdogra (IXB),No railway,Highest & longest viewpoint in the region ¢- 25 serpentine bends of Teesta visible,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Jog_Falls_Karnataka.jpg/800px-Jog_Falls_Karnataka.jpg,Treebo Sillery Gaon,https://www.google.com/search?q=Treebo+Sillery+Gaon+Sillery+Gaon+hotel+booking,1573,Taj Sillery Gaon,https://www.google.com/search?q=Taj+Sillery+Gaon+Sillery+Gaon+hotel+booking,2648,ITC Sillery Gaon,https://www.google.com/search?q=ITC+Sillery+Gaon+Sillery+Gaon+hotel+booking,4494,Palace Hotel Imperial,https://www.google.com/search?q=Palace+Hotel+Imperial+Sillery+Gaon+hotel+booking,6968
1413,Icche Gaon (Wish Village),Icche Gaon,West Bengal,Nature,"scenic views, peaceful, greenery, outdoors, nature walk, landscape, fresh air, village, wishes, every, tourist favorite, must visit, photogenic",9.7,312000,Oct-May,Cool,27.1167,88.5833,0,50000-121055,2-3 days,Every balcony view,Moderate,Bagdogra (IXB),No railway,Village of wishes ¢- every homestay has postcard-perfect Kanchenjunga view,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Jog_Falls_Karnataka.jpg/800px-Jog_Falls_Karnataka.jpg,Radisson Icche Gaon,https://www.google.com/search?q=Radisson+Icche+Gaon+Icche+Gaon+hotel+booking,1966,Inn Imperial,https://www.google.com/search?q=Inn+Imperial+Icche+Gaon+hotel+booking,2415,Resort Palace,https://www.google.com/search?q=Resort+Palace+Icche+Gaon+hotel+booking,4452,Boutique Hotel Crown,https://www.google.com/search?q=Boutique+Hotel+Crown+Icche+Gaon+hotel+booking,6699
1414,Mankhim Rai Temple,Aritar,Sikkim,Religious,"spiritual place, devotional visit, temple, pilgrimage, spiritual, holy site, devotional, cultural importance, beautiful, rai, community, tourist favorite, must visit, photogenic",9.6,234000,Year-round,Cool,27.2,88.6667,0,50000-121056,Full day,Kanchenjunga backdrop,Moderate,Bagdogra (IXB),No railway,Beautiful Rai community temple with hanging bridge and Himalayan panorama,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Konarka_Temple.jpg/800px-Konarka_Temple.jpg,Hotel Palace,https://www.google.com/search?q=Hotel+Palace+Aritar+hotel+booking,1477,ITC Aritar,https://www.google.com/search?q=ITC+Aritar+Aritar+hotel+booking,2247,Inn Aritar,https://www.google.com/search?q=Inn+Aritar+Aritar+hotel+booking,3769,Taj Aritar,https://www.google.com/search?q=Taj+Aritar+Aritar+hotel+booking,6293
1415,Aritar Lampokhari Zipline,Aritar,Sikkim,Adventure,"trekking, camping, thrill, outdoor adventure, offbeat, hiking trails, mountain views, long, zipline, over, tourist favorite, must visit, photogenic",9.5,312000,Mar-Jun,Cool,27.2167,88.6667,800,50000-121057,1 hour,Adventure lake,Moderate,Bagdogra (IXB),No railway,Long zipline over the unique boot-shaped Lampokhari lake,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Manali_Himachal_Pradesh.jpg/1024px-Manali_Himachal_Pradesh.jpg,Resort Lake View,https://www.google.com/search?q=Resort+Lake+View+Aritar+hotel+booking,1877,Marriott Aritar,https://www.google.com/search?q=Marriott+Aritar+Aritar+hotel+booking,2253,Taj Aritar,https://www.google.com/search?q=Taj+Aritar+Aritar+hotel+booking,4149,Lemon Tree Aritar,https://www.google.com/search?q=Lemon+Tree+Aritar+Aritar+hotel+booking,6465
1416,Rolep Riverside,Rolep,Sikkim,Nature,"scenic views, peaceful, greenery, outdoors, nature walk, landscape, fresh air, riverside, stay, tourist favorite, must visit, photogenic",9.5,156000,Oct-Mar,Cool,27.1833,88.6167,0,50000-121058,2 nights,River camping,Moderate,Bagdogra (IXB),No railway,Peaceful riverside stay in a traditional Lepcha village,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Kodaikanal_Lake.jpg/1024px-Kodaikanal_Lake.jpg,OYO Rolep,https://www.google.com/search?q=OYO+Rolep+Rolep+hotel+booking,1673,Oberoi Rolep,https://www.google.com/search?q=Oberoi+Rolep+Rolep+hotel+booking,2687,Treebo Rolep,https://www.google.com/search?q=Treebo+Rolep+Rolep+hotel+booking,4028,Lemon Tree Rolep,https://www.google.com/search?q=Lemon+Tree+Rolep+Rolep+hotel+booking,6308
1417,Reshikhola River Beach,Reshikhola,Sikkim,Adventure,"beach destination, relaxing spot, trekking, camping, thrill, outdoor adventure, offbeat, hiking trails, mountain views, one, most, beautiful, tourist favorite, must visit",9.75,456000,Oct-Mar,Cool,27.1833,88.6167,0,50000-121060,Overnight,River beach,Moderate,Bagdogra (IXB),No railway,One of the most beautiful river-beach camping sites in East India,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Diu_beach_Gujarat.jpg/1024px-Diu_beach_Gujarat.jpg,ITC Reshikhola,https://www.google.com/search?q=ITC+Reshikhola+Reshikhola+hotel+booking,1470,Inn Palace,https://www.google.com/search?q=Inn+Palace+Reshikhola+hotel+booking,2749,Treebo Reshikhola,https://www.google.com/search?q=Treebo+Reshikhola+Reshikhola+hotel+booking,3857,Treebo Reshikhola,https://www.google.com/search?q=Treebo+Reshikhola+Reshikhola+hotel+booking,6844
1418,Chataingt Teesta Riverside Park,Chataingt,West Bengal,Nature,"scenic views, peaceful, greenery, outdoors, nature walk, landscape, fresh air, beautiful, landscaped, park, tourist favorite, must visit, photogenic",9.4,134000,Oct-Mar,Cool,26.95,88.4,0,50000-121062,Full day,River view,Moderate,Bagdogra (IXB),New Jalpaiguri,Beautiful landscaped park on the banks of Teesta,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Loktak_Lake_Manipur.jpg/1024px-Loktak_Lake_Manipur.jpg,Palace Hotel Grand,https://www.google.com/search?q=Palace+Hotel+Grand+Chataingt+hotel+booking,1384,Palace Hotel Royal,https://www.google.com/search?q=Palace+Hotel+Royal+Chataingt+hotel+booking,2798,Hyatt Chataingt,https://www.google.com/search?q=Hyatt+Chataingt+Chataingt+hotel+booking,4094,Palace Hotel Crown,https://www.google.com/search?q=Palace+Hotel+Crown+Chataingt+hotel+booking,6929
1419,Relli River Valley,Kalimpong,West Bengal,Nature,"scenic views, peaceful, greenery, outdoors, nature walk, landscape, fresh air, one, clearest, kanchenjunga, tourist favorite, must visit, photogenic",9.6,234000,Oct-May,Cool,27.1,88.5,0,50000-121063,Full day,River walk,Moderate,Bagdogra (IXB),No railway,One of the clearest Kanchenjunga views with Relli river flowing in foreground,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Sangla_Valley_Himachal.jpg/1024px-Sangla_Valley_Himachal.jpg,Palace Hotel Lake View,https://www.google.com/search?q=Palace+Hotel+Lake+View+Kalimpong+hotel+booking,1453,Heritage Hotel Palace,https://www.google.com/search?q=Heritage+Hotel+Palace+Kalimpong+hotel+booking,2662,Hotel Lake View,https://www.google.com/search?q=Hotel+Lake+View+Kalimpong+hotel+booking,3802,Hotel Royal,https://www.google.com/search?q=Hotel+Royal+Kalimpong+hotel+booking,6322
1420,Durpin Hill (Zang Dhok Palri),Kalimpong,West Bengal,Religious,"temple, pilgrimage, spiritual, holy site, devotional, cultural importance, highest, hill, kalimpong, tourist favorite, must visit, photogenic",9.7,456000,Year-round,Cool,27.0667,88.4667,0,50000-121064,Full day,Army golf course,Good,Bagdogra (IXB),New Jalpaiguri,Highest hill of Kalimpong ¢- monastery + 360° view + army golf course,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Tea_gardens_Munnar_Kerala.jpg/1024px-Tea_gardens_Munnar_Kerala.jpg,Palace Hotel Royal,https://www.google.com/search?q=Palace+Hotel+Royal+Kalimpong+hotel+booking,1441,OYO Kalimpong,https://www.google.com/search?q=OYO+Kalimpong+Kalimpong+hotel+booking,2625,Taj Kalimpong,https://www.google.com/search?q=Taj+Kalimpong+Kalimpong+hotel+booking,4385,Oberoi Kalimpong,https://www.google.com/search?q=Oberoi+Kalimpong+Kalimpong+hotel+booking,6665
1421,Cactus Nursery Pine View,Kalimpong,West Bengal,Nature,"scenic views, peaceful, greenery, outdoors, nature walk, landscape, fresh air, world, famous, private, tourist favorite, must visit, photogenic",9.6,312000,Year-round,Cool,27.0667,88.4667,100,50000-121068,1-2 hours,Succulent paradise,Good,Bagdogra (IXB),New Jalpaiguri,World-famous private collection of over 1000 cactus & succulent species,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Shimla_India.jpg/1024px-Shimla_India.jpg,Treebo Kalimpong,https://www.google.com/search?q=Treebo+Kalimpong+Kalimpong+hotel+booking,1498,Radisson Kalimpong,https://www.google.com/search?q=Radisson+Kalimpong+Kalimpong+hotel+booking,2812,Hotel Crown,https://www.google.com/search?q=Hotel+Crown+Kalimpong+hotel+booking,4411,Palace Hotel Imperial,https://www.google.com/search?q=Palace+Hotel+Imperial+Kalimpong+hotel+booking,6952
1422,Graffitied Streets of Kurseong,Kurseong,West Bengal,Cultural,"entire, town, painted, tourist favorite, must visit, photogenic",9.5,234000,Year-round,Cool,26.8833,88.2833,0,50000-121069,Full day,Art walk,Good,Bagdogra (IXB),Kurseong,Entire town painted with beautiful graffiti & murals,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Varanasi_-_Dashashwamedh_Ghat.jpg/1024px-Varanasi_-_Dashashwamedh_Ghat.jpg,Oberoi Kurseong,https://www.google.com/search?q=Oberoi+Kurseong+Kurseong+hotel+booking,1705,Resort Lake View,https://www.google.com/search?q=Resort+Lake+View+Kurseong+hotel+booking,2704,Marriott Kurseong,https://www.google.com/search?q=Marriott+Kurseong+Kurseong+hotel+booking,3955,Lodge Lake View,https://www.google.com/search?q=Lodge+Lake+View+Kurseong+hotel+booking,6367
